grant_id,plan_id,emp_id,participant_group,grant_type,award_type,grant_date,shares_granted,psu_max_multiplier,stock_price_at_grant_usd,strike_price_usd,grant_date_fv_per_share_usd,vest_start_date,vest_months_total,cliff_months,vest_frequency,performance_period_end
G-001214,P-2019,E-1269,staff,annual_refresh,rsu,2022-02-15,1134,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001215,P-2019,E-1270,staff,annual_refresh,rsu,2022-02-15,881,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001216,P-2019,E-1272,staff,annual_refresh,rsu,2022-02-15,1386,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001217,P-2019,E-1273,staff,annual_refresh,rsu,2022-02-15,789,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001218,P-2019,E-1274,staff,annual_refresh,rsu,2022-02-15,748,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001219,P-2019,E-1275,management,annual_refresh,rsu,2022-02-15,3209,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001220,P-2019,E-1278,staff,annual_refresh,rsu,2022-02-15,1380,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001221,P-2019,E-1284,management,annual_refresh,rsu,2022-02-15,5266,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001222,P-2019,E-1289,staff,annual_refresh,rsu,2022-02-15,1469,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001223,P-2019,E-1293,staff,annual_refresh,rsu,2022-02-15,2309,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001224,P-2019,E-1302,staff,annual_refresh,rsu,2022-02-15,932,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001225,P-2019,E-1304,staff,annual_refresh,rsu,2022-02-15,969,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001226,P-2019,E-1305,staff,annual_refresh,rsu,2022-02-15,1331,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001227,P-2019,E-1307,management,annual_refresh,rsu,2022-02-15,5446,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001228,P-2019,E-1308,staff,annual_refresh,rsu,2022-02-15,1546,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001229,P-2019,E-1310,staff,annual_refresh,rsu,2022-02-15,1398,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001230,P-2019,E-1315,staff,annual_refresh,rsu,2022-02-15,1811,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001231,P-2019,E-1318,staff,annual_refresh,rsu,2022-02-15,1154,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001232,P-2019,E-1319,staff,annual_refresh,rsu,2022-02-15,2480,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001233,P-2019,E-1320,staff,annual_refresh,rsu,2022-02-15,946,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001234,P-2019,E-1322,staff,annual_refresh,rsu,2022-02-15,970,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001235,P-2019,E-1324,staff,annual_refresh,rsu,2022-02-15,1820,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001236,P-2019,E-1325,staff,annual_refresh,rsu,2022-02-15,1104,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001237,P-2019,E-1327,staff,annual_refresh,rsu,2022-02-15,819,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001238,P-2019,E-1328,staff,annual_refresh,rsu,2022-02-15,686,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001239,P-2019,E-1336,staff,annual_refresh,rsu,2022-02-15,1274,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001240,P-2019,E-1339,staff,annual_refresh,rsu,2022-02-15,673,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001241,P-2019,E-1343,staff,annual_refresh,rsu,2022-02-15,2302,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001242,P-2019,E-1346,staff,annual_refresh,rsu,2022-02-15,1409,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001243,P-2019,E-1347,staff,annual_refresh,rsu,2022-02-15,913,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001244,P-2019,E-1348,management,annual_refresh,rsu,2022-02-15,2889,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001245,P-2019,E-1354,staff,annual_refresh,rsu,2022-02-15,735,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001246,P-2019,E-1355,staff,annual_refresh,rsu,2022-02-15,2415,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001247,P-2019,E-1356,staff,annual_refresh,rsu,2022-02-15,1282,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001248,P-2019,E-1358,staff,annual_refresh,rsu,2022-02-15,977,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001249,P-2019,E-1364,management,annual_refresh,rsu,2022-02-15,2793,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001250,P-2019,E-1368,management,annual_refresh,rsu,2022-02-15,11327,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001251,P-2019,E-1369,staff,annual_refresh,rsu,2022-02-15,753,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001252,P-2019,E-1372,staff,annual_refresh,rsu,2022-02-15,1702,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001253,P-2019,E-1376,staff,annual_refresh,rsu,2022-02-15,797,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001254,P-2019,E-1379,staff,annual_refresh,rsu,2022-02-15,1494,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001255,P-2019,E-1380,management,annual_refresh,rsu,2022-02-15,3276,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001256,P-2019,E-1382,staff,annual_refresh,rsu,2022-02-15,1464,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001257,P-2019,E-1384,staff,annual_refresh,rsu,2022-02-15,1554,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001258,P-2019,E-1386,staff,annual_refresh,rsu,2022-02-15,1524,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001259,P-2019,E-1388,management,annual_refresh,rsu,2022-02-15,3656,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001260,P-2019,E-1389,staff,annual_refresh,rsu,2022-02-15,881,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001261,P-2019,E-1391,staff,annual_refresh,rsu,2022-02-15,1184,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001262,P-2019,E-1395,staff,annual_refresh,rsu,2022-02-15,875,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001263,P-2019,E-1397,staff,annual_refresh,rsu,2022-02-15,1354,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001264,P-2019,E-1400,staff,annual_refresh,rsu,2022-02-15,1782,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001265,P-2019,E-1403,staff,annual_refresh,rsu,2022-02-15,1168,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001266,P-2019,E-1404,staff,annual_refresh,rsu,2022-02-15,723,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001267,P-2019,E-1405,staff,annual_refresh,rsu,2022-02-15,804,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001268,P-2019,E-1407,staff,annual_refresh,rsu,2022-02-15,957,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001269,P-2019,E-1410,staff,annual_refresh,rsu,2022-02-15,1497,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001270,P-2019,E-1411,staff,annual_refresh,rsu,2022-02-15,1417,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001271,P-2019,E-1414,management,annual_refresh,rsu,2022-02-15,2567,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001272,P-2019,E-1417,staff,annual_refresh,rsu,2022-02-15,1718,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001273,P-2019,E-1419,staff,annual_refresh,rsu,2022-02-15,912,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001274,P-2019,E-1420,staff,annual_refresh,rsu,2022-02-15,2163,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001275,P-2019,E-1421,staff,annual_refresh,rsu,2022-02-15,1823,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001276,P-2019,E-1423,staff,annual_refresh,rsu,2022-02-15,2373,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001277,P-2019,E-1424,staff,annual_refresh,rsu,2022-02-15,933,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001278,P-2019,E-1425,staff,annual_refresh,rsu,2022-02-15,1171,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001279,P-2019,E-1428,staff,annual_refresh,rsu,2022-02-15,2043,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001280,P-2019,E-1432,staff,annual_refresh,rsu,2022-02-15,867,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001281,P-2019,E-1433,staff,annual_refresh,rsu,2022-02-15,783,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001282,P-2019,E-1434,staff,annual_refresh,rsu,2022-02-15,1261,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001283,P-2019,E-1436,management,annual_refresh,rsu,2022-02-15,3287,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001284,P-2019,E-1443,staff,annual_refresh,rsu,2022-02-15,923,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001285,P-2019,E-1449,staff,annual_refresh,rsu,2022-02-15,899,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001287,P-2019,E-1458,staff,annual_refresh,rsu,2022-02-15,886,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001288,P-2019,E-1463,staff,annual_refresh,rsu,2022-02-15,1565,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001289,P-2019,E-1464,staff,annual_refresh,rsu,2022-02-15,784,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001290,P-2019,E-1465,staff,annual_refresh,rsu,2022-02-15,837,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001291,P-2019,E-1469,management,annual_refresh,rsu,2022-02-15,3241,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001292,P-2019,E-1470,staff,annual_refresh,rsu,2022-02-15,2418,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001293,P-2019,E-1477,staff,annual_refresh,rsu,2022-02-15,798,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001294,P-2019,E-1485,management,annual_refresh,rsu,2022-02-15,6031,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001295,P-2019,E-1486,staff,annual_refresh,rsu,2022-02-15,803,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001296,P-2019,E-1488,staff,annual_refresh,rsu,2022-02-15,1239,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001297,P-2019,E-1490,staff,annual_refresh,rsu,2022-02-15,827,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001298,P-2019,E-1494,staff,annual_refresh,rsu,2022-02-15,1433,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001299,P-2019,E-1495,staff,annual_refresh,rsu,2022-02-15,814,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001300,P-2019,E-1498,staff,annual_refresh,rsu,2022-02-15,1136,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001301,P-2019,E-1501,management,annual_refresh,rsu,2022-02-15,3633,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001302,P-2019,E-1504,staff,annual_refresh,rsu,2022-02-15,804,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001303,P-2019,E-1505,management,annual_refresh,rsu,2022-02-15,5893,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001304,P-2019,E-1506,staff,annual_refresh,rsu,2022-02-15,1492,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001305,P-2019,E-1511,staff,annual_refresh,rsu,2022-02-15,747,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001306,P-2019,E-1512,staff,annual_refresh,rsu,2022-02-15,877,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001307,P-2019,E-1513,management,annual_refresh,rsu,2022-02-15,2940,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001308,P-2019,E-1523,staff,annual_refresh,rsu,2022-02-15,2283,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001309,P-2019,E-1524,staff,annual_refresh,rsu,2022-02-15,964,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001310,P-2019,E-1528,staff,annual_refresh,rsu,2022-02-15,1438,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001311,P-2019,E-1530,staff,annual_refresh,rsu,2022-02-15,668,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001312,P-2019,E-1532,staff,annual_refresh,rsu,2022-02-15,996,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001313,P-2019,E-1534,staff,annual_refresh,rsu,2022-02-15,985,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001314,P-2019,E-1535,staff,annual_refresh,rsu,2022-02-15,1167,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001315,P-2019,E-1536,staff,annual_refresh,rsu,2022-02-15,871,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001316,P-2019,E-1539,staff,annual_refresh,rsu,2022-02-15,718,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001317,P-2019,E-1544,staff,annual_refresh,rsu,2022-02-15,821,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001318,P-2019,E-1546,staff,annual_refresh,rsu,2022-02-15,1231,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001319,P-2019,E-1547,staff,annual_refresh,rsu,2022-02-15,1221,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001320,P-2019,E-1548,management,annual_refresh,rsu,2022-02-15,2948,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001321,P-2019,E-1549,management,annual_refresh,rsu,2022-02-15,5920,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001322,P-2019,E-1551,staff,annual_refresh,rsu,2022-02-15,1459,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001323,P-2019,E-1552,staff,annual_refresh,rsu,2022-02-15,757,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001324,P-2019,E-1556,staff,annual_refresh,rsu,2022-02-15,1157,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001325,P-2019,E-1561,staff,annual_refresh,rsu,2022-02-15,2342,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001326,P-2019,E-1563,staff,annual_refresh,rsu,2022-02-15,1795,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001327,P-2019,E-1571,management,annual_refresh,rsu,2022-02-15,3019,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001328,P-2019,E-1573,staff,annual_refresh,rsu,2022-02-15,697,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001329,P-2019,E-1574,staff,annual_refresh,rsu,2022-02-15,1101,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001330,P-2019,E-1582,management,annual_refresh,rsu,2022-02-15,3373,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001331,P-2019,E-1583,staff,annual_refresh,rsu,2022-02-15,2339,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001332,P-2019,E-1584,staff,annual_refresh,rsu,2022-02-15,1849,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001333,P-2019,E-1593,staff,annual_refresh,rsu,2022-02-15,997,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001334,P-2019,E-1594,staff,annual_refresh,rsu,2022-02-15,1917,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001335,P-2019,E-1595,staff,annual_refresh,rsu,2022-02-15,751,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001336,P-2019,E-1597,management,annual_refresh,rsu,2022-02-15,3669,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001337,P-2019,E-1598,staff,annual_refresh,rsu,2022-02-15,857,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001338,P-2019,E-1602,staff,annual_refresh,rsu,2022-02-15,1515,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001339,P-2019,E-1608,staff,annual_refresh,rsu,2022-02-15,768,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001340,P-2019,E-1609,staff,annual_refresh,rsu,2022-02-15,2351,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001341,P-2019,E-1615,staff,annual_refresh,rsu,2022-02-15,1549,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001342,P-2019,E-1622,staff,annual_refresh,rsu,2022-02-15,984,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001343,P-2019,E-1623,staff,annual_refresh,rsu,2022-02-15,1473,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001344,P-2019,E-1626,staff,annual_refresh,rsu,2022-02-15,2017,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001345,P-2019,E-1627,staff,annual_refresh,rsu,2022-02-15,671,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001346,P-2019,E-1628,staff,annual_refresh,rsu,2022-02-15,686,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001347,P-2019,E-1630,staff,annual_refresh,rsu,2022-02-15,1949,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001348,P-2019,E-1631,management,annual_refresh,rsu,2022-02-15,7141,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001349,P-2019,E-1632,staff,annual_refresh,rsu,2022-02-15,785,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001350,P-2019,E-1634,management,annual_refresh,rsu,2022-02-15,6211,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001351,P-2019,E-1638,management,annual_refresh,rsu,2022-02-15,5881,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001352,P-2019,E-1640,staff,annual_refresh,rsu,2022-02-15,699,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001353,P-2019,E-1641,staff,annual_refresh,rsu,2022-02-15,2112,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001354,P-2019,E-1649,management,annual_refresh,rsu,2022-02-15,6858,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001355,P-2019,E-1650,staff,annual_refresh,rsu,2022-02-15,1311,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001356,P-2019,E-1651,staff,annual_refresh,rsu,2022-02-15,1946,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001357,P-2019,E-1652,staff,annual_refresh,rsu,2022-02-15,932,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001358,P-2019,E-1654,staff,annual_refresh,rsu,2022-02-15,901,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001359,P-2019,E-1655,staff,annual_refresh,rsu,2022-02-15,946,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001360,P-2019,E-1658,staff,annual_refresh,rsu,2022-02-15,1678,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001361,P-2019,E-1662,staff,annual_refresh,rsu,2022-02-15,1160,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001362,P-2019,E-1663,staff,annual_refresh,rsu,2022-02-15,892,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001363,P-2019,E-1664,staff,annual_refresh,rsu,2022-02-15,1539,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001366,P-2019,E-1676,staff,annual_refresh,rsu,2022-02-15,1173,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001367,P-2019,E-1678,staff,annual_refresh,rsu,2022-02-15,763,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001368,P-2019,E-1679,staff,annual_refresh,rsu,2022-02-15,1056,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001369,P-2019,E-1686,staff,annual_refresh,rsu,2022-02-15,877,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001370,P-2019,E-1687,staff,annual_refresh,rsu,2022-02-15,1247,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001371,P-2019,E-1688,staff,annual_refresh,rsu,2022-02-15,1818,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001372,P-2019,E-1689,staff,annual_refresh,rsu,2022-02-15,2275,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001373,P-2019,E-1693,staff,annual_refresh,rsu,2022-02-15,884,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001374,P-2019,E-1695,staff,annual_refresh,rsu,2022-02-15,1383,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001375,P-2019,E-1696,staff,annual_refresh,rsu,2022-02-15,797,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001376,P-2019,E-1701,staff,annual_refresh,rsu,2022-02-15,1422,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001377,P-2019,E-1705,staff,annual_refresh,rsu,2022-02-15,986,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001378,P-2019,E-1706,staff,annual_refresh,rsu,2022-02-15,998,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001379,P-2019,E-1711,staff,annual_refresh,rsu,2022-02-15,2483,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001380,P-2019,E-1718,staff,annual_refresh,rsu,2022-02-15,861,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001381,P-2019,E-1719,staff,annual_refresh,rsu,2022-02-15,972,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001382,P-2019,E-1723,staff,annual_refresh,rsu,2022-02-15,872,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001383,P-2019,E-1724,staff,annual_refresh,rsu,2022-02-15,2411,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001384,P-2019,E-1725,staff,annual_refresh,rsu,2022-02-15,670,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001385,P-2019,E-1729,staff,annual_refresh,rsu,2022-02-15,1091,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001386,P-2019,E-1733,staff,annual_refresh,rsu,2022-02-15,1222,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001387,P-2019,E-1734,staff,annual_refresh,rsu,2022-02-15,955,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001388,P-2019,E-1736,staff,annual_refresh,rsu,2022-02-15,2362,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001389,P-2019,E-1738,staff,annual_refresh,rsu,2022-02-15,909,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001390,P-2019,E-1743,management,annual_refresh,rsu,2022-02-15,3022,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001391,P-2019,E-1745,staff,annual_refresh,rsu,2022-02-15,1934,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001393,P-2019,E-1748,staff,annual_refresh,rsu,2022-02-15,1051,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001394,P-2019,E-1749,staff,annual_refresh,rsu,2022-02-15,1157,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001395,P-2019,E-1752,staff,annual_refresh,rsu,2022-02-15,977,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001397,P-2019,E-1761,staff,annual_refresh,rsu,2022-02-15,1226,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001398,P-2019,E-1770,staff,annual_refresh,rsu,2022-02-15,941,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001399,P-2019,E-1771,staff,annual_refresh,rsu,2022-02-15,985,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001400,P-2019,E-1774,staff,annual_refresh,rsu,2022-02-15,914,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001401,P-2019,E-1775,staff,annual_refresh,rsu,2022-02-15,958,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001402,P-2019,E-1777,staff,annual_refresh,rsu,2022-02-15,972,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001403,P-2019,E-1779,staff,annual_refresh,rsu,2022-02-15,1537,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001404,P-2019,E-1780,staff,annual_refresh,rsu,2022-02-15,878,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001405,P-2019,E-1788,staff,annual_refresh,rsu,2022-02-15,700,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001406,P-2019,E-1790,staff,annual_refresh,rsu,2022-02-15,725,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001407,P-2019,E-1792,staff,annual_refresh,rsu,2022-02-15,1061,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001409,P-2019,E-1796,staff,annual_refresh,rsu,2022-02-15,716,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001410,P-2019,E-1802,staff,annual_refresh,rsu,2022-02-15,1046,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001412,P-2019,E-1806,staff,annual_refresh,rsu,2022-02-15,1405,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001413,P-2019,E-1807,management,annual_refresh,rsu,2022-02-15,2929,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001414,P-2019,E-1808,staff,annual_refresh,rsu,2022-02-15,828,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001415,P-2019,E-1816,staff,annual_refresh,rsu,2022-02-15,1943,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001416,P-2019,E-1817,staff,annual_refresh,rsu,2022-02-15,728,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001417,P-2019,E-1821,staff,annual_refresh,rsu,2022-02-15,859,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001418,P-2019,E-1822,staff,annual_refresh,rsu,2022-02-15,1219,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001419,P-2019,E-1823,staff,annual_refresh,rsu,2022-02-15,1382,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001420,P-2019,E-1825,staff,annual_refresh,rsu,2022-02-15,824,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001421,P-2019,E-1828,staff,annual_refresh,rsu,2022-02-15,1695,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001422,P-2019,E-1830,staff,annual_refresh,rsu,2022-02-15,858,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001423,P-2019,E-1835,staff,annual_refresh,rsu,2022-02-15,942,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001424,P-2019,E-1837,staff,annual_refresh,rsu,2022-02-15,2021,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
G-001425,P-2019,E-1840,staff,annual_refresh,rsu,2022-02-15,1079,1.0,46.0,,46.0,2022-02-15,48,12,monthly,
